Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR8438141_2	(1.0, 9.584602737076262)	(2.0, 0.9574931089511098)	(3.0, 0.5512839112142753)	(4.0, 0.43844802295404356)	(5.0, 0.3223882521720909)	(6.0, 0.22728371778132406)	(7.0, 0.1636120379773361)	(8.0, 0.14185083095571996)	(9.0, 0.18859712752067315)	('>10', 3.137643664264874)	('>50', 1.4072247207311765)	('>100', 6.91845189161307)	('>500', 1.9915534277930913)	('>1k', 3.692957428631301)	('>5k', 0.0)	('>10k+', 70.27660912036366)
SRR8438142	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438142_1	(1.0, 6.702750797063839)	(2.0, 4.048342848669089)	(3.0, 3.3699117668866316)	(4.0, 2.8026988952324463)	(5.0, 2.1872914658560094)	(6.0, 1.8462222881293098)	(7.0, 1.7387113516719805)	(8.0, 2.0167568769926594)	(9.0, 1.267887595462297)	('>10', 19.574404982575814)	('>50', 7.770445614295247)	('>100', 7.481278267961741)	('>500', 8.44146214873582)	('>1k', 0.0)	('>5k', 30.75183510046712)	('>10k+', 0.0)
SRR8438142_2	(1.0, 11.889226662712241)	(2.0, 5.175354044635575)	(3.0, 3.8815155334766818)	(4.0, 3.6182991028397717)	(5.0, 2.7989916215615036)	(6.0, 2.4023133387706683)	(7.0, 2.257729665603915)	(8.0, 2.7878698005486764)	(9.0, 1.735004078001038)	('>10', 19.01089938459257)	('>50', 4.99740490843034)	('>100', 8.078149328983466)	('>500', 2.4653369911766885)	('>1k', 0.0)	('>5k', 28.901905538666867)	('>10k+', 0.0)
SRR8438143	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438143_1	(1.0, 7.481818849629031)	(2.0, 4.018217879967678)	(3.0, 3.470946889003159)	(4.0, 2.703298317784471)	(5.0, 2.607801366340998)	(6.0, 2.027473738338353)	(7.0, 1.851171674135018)	(8.0, 2.2331594799089105)	(9.0, 1.5536619407918901)	('>10', 24.528024682288986)	('>50', 9.667229853816204)	('>100', 17.19312421949607)	('>500', 6.5745978109160355)	('>1k', 14.089473297583194)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438143_2	(1.0, 11.63226327774921)	(2.0, 4.473664879159627)	(3.0, 3.834569896422537)	(4.0, 3.9814882832586496)	(5.0, 3.177110115330933)	(6.0, 3.0191728494821124)	(7.0, 2.288253874972453)	(8.0, 2.6445309630500256)	(9.0, 2.5453610519356498)	('>10', 27.411298023947694)	('>50', 6.875780503930066)	('>100', 12.256666421802688)	('>500', 2.409461544112246)	('>1k', 13.450378314846104)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438144	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438144_1	(1.0, 10.570689716249246)	(2.0, 4.569768677601049)	(3.0, 3.0500549080732577)	(4.0, 2.3947004853165184)	(5.0, 2.2848843388005244)	(6.0, 2.550568564242446)	(7.0, 2.529313826207092)	(8.0, 1.8704169471111267)	(9.0, 2.167983279606079)	('>10', 25.944950228488434)	('>50', 12.876828793085124)	('>100', 23.001169010591944)	('>500', 2.352191009245811)	('>1k', 3.836480215381345)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438144_2	(1.0, 15.632859825002656)	(2.0, 4.938184136880513)	(3.0, 4.2296928690353885)	(4.0, 3.3582486095858872)	(5.0, 3.0642247334301604)	(6.0, 3.103191753161642)	(7.0, 3.223635268695314)	(8.0, 3.259059832087569)	(9.0, 2.359275921924262)	('>10', 31.580998264196392)	('>50', 8.632966098692833)	('>100', 14.304438697793051)	('>500', 2.313223989514329)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438145	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438145_1	(1.0, 3.0860452828711766)	(2.0, 0.6438230171620907)	(3.0, 0.36398504921625796)	(4.0, 0.27396724134557054)	(5.0, 0.22993679184360383)	(6.0, 0.18786325120839123)	(7.0, 0.16438034480734234)	(8.0, 0.156552709340326)	(9.0, 0.22895833741022684)	('>10', 6.0135809475352735)	('>50', 3.356098706483239)	('>100', 2.5351754368799044)	('>500', 0.0)	('>1k', 1.013678792978611)	('>5k', 4.974462339288859)	('>10k+', 76.77149175162913)
SRR8438145_2	(1.0, 10.76104185828066)	(2.0, 1.299387487524706)	(3.0, 0.7191640085321227)	(4.0, 0.5322792117571085)	(5.0, 0.46965812802097806)	(6.0, 0.3170192364141602)	(7.0, 0.2945147844464883)	(8.0, 0.20351852214242383)	(9.0, 0.23776442731062017)	('>10', 6.569343065693431)	('>50', 2.571378250914855)	('>100', 4.560576113970372)	('>500', 0.0)	('>1k', 5.720044617522162)	('>5k', 5.050781785092268)	('>10k+', 60.693528502377646)
SRR8438146	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438146_1	(1.0, 2.6343701971989524)	(2.0, 0.6991796004069528)	(3.0, 0.40587051107214756)	(4.0, 0.30737926705197305)	(5.0, 0.378812477000671)	(6.0, 0.2662510552633288)	(7.0, 0.26516873390046974)	(8.0, 0.2251228434746845)	(9.0, 0.3701539060977985)	('>10', 5.441911812455355)	('>50', 2.1061973721237313)	('>100', 4.350931878693422)	('>500', 0.0)	('>1k', 10.889235231725005)	('>5k', 8.633677511526724)	('>10k+', 63.02573760200879)
SRR8438146_2	(1.0, 10.578609000584454)	(2.0, 1.368054202653852)	(3.0, 0.8929151243587246)	(4.0, 0.593112106846765)	(5.0, 0.5573955018724159)	(6.0, 0.43509318786934215)	(7.0, 0.3560837283806308)	(8.0, 0.43292854514362406)	(9.0, 0.22404052211182543)	('>10', 5.629153408229972)	('>50', 3.16687230772561)	('>100', 4.566313829902375)	('>500', 0.8203995930471676)	('>1k', 14.12862307076217)	('>5k', 7.074052427646817)	('>10k+', 49.176353442864254)
SRR8438147	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438147_1	(1.0, 3.808602888424467)	(2.0, 1.0886178608191148)	(3.0, 0.6363267725131788)	(4.0, 0.6113727814342307)	(5.0, 0.5926572881250195)	(6.0, 0.46788733273027855)	(7.0, 0.5567859259490314)	(8.0, 0.42421784834211923)	(9.0, 0.36495211952961726)	('>10', 8.487476215727254)	('>50', 2.5281512211859383)	('>100', 2.656040425465548)	('>500', 0.7954084656414735)	('>1k', 3.8569512461399293)	('>5k', 38.12969836863283)	('>10k+', 34.99485323933997)
SRR8438147_2	(1.0, 13.854143922143546)	(2.0, 1.5533859446645248)	(3.0, 1.0527464986431267)	(4.0, 0.7548582301381828)	(5.0, 0.6004554103371907)	(6.0, 0.393025359493434)	(7.0, 0.4476122149786332)	(8.0, 0.4366948438815933)	(9.0, 0.3789887395115256)	('>10', 7.551701550266696)	('>50', 3.164477993699117)	('>100', 4.533828254156399)	('>500', 1.6578807823076203)	('>1k', 19.815028541127298)	('>5k', 8.72453913097726)	('>10k+', 35.08063258367385)
SRR8438148	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438148_1	(1.0, 2.287384793912209)	(2.0, 0.5980674387985093)	(3.0, 0.30461270670147955)	(4.0, 0.3213496686081542)	(5.0, 0.2510544286001205)	(6.0, 0.2075383276427663)	(7.0, 0.20307513780098638)	(8.0, 0.24101225145611568)	(9.0, 0.1506326571600723)	('>10', 5.613577023498695)	('>50', 2.3007743634375486)	('>100', 3.1978755216353125)	('>500', 0.0)	('>1k', 3.2994130905358063)	('>5k', 5.6883354533485075)	('>10k+', 75.33529713686372)
SRR8438148_2	(1.0, 9.936176385262547)	(2.0, 1.3144094084041864)	(3.0, 0.8301533105710652)	(4.0, 0.5802146794313896)	(5.0, 0.46305594608466677)	(6.0, 0.4753297181495615)	(7.0, 0.3749079467095133)	(8.0, 0.3213496686081542)	(9.0, 0.31130749146414943)	('>10', 5.246479659012296)	('>50', 2.291847983753989)	('>100', 5.373680569503024)	('>500', 1.2831670795117271)	('>1k', 8.822610519738456)	('>5k', 21.203499140835955)	('>10k+', 41.17181049295932)
SRR8438149	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438149_1	(1.0, 3.2369009187981126)	(2.0, 0.7921529674695803)	(3.0, 0.39483486466352125)	(4.0, 0.3476533399553017)	(5.0, 0.23590762354109757)	(6.0, 0.23839086168363546)	(7.0, 0.14775266948100324)	(8.0, 0.16886019369257513)	(9.0, 0.17879314626272658)	('>10', 3.0370002483238143)	('>50', 3.4392848274149492)	('>100', 6.1944375465607155)	('>500', 2.828408244350633)	('>1k', 3.7434814998758377)	('>5k', 0.0)	('>10k+', 75.0161410479265)
SRR8438149_2	(1.0, 9.205363794387882)	(2.0, 1.3533647876831387)	(3.0, 0.6444002979885771)	(4.0, 0.5314129625031041)	(5.0, 0.304196672460889)	(6.0, 0.2607400049664763)	(7.0, 0.3215793394586541)	(8.0, 0.35758629252545315)	(9.0, 0.20114228954556743)	('>10', 4.5542587534144525)	('>50', 2.6558231934442516)	('>100', 7.622299478519991)	('>500', 5.6295008691333495)	('>1k', 3.631735783461634)	('>5k', 0.0)	('>10k+', 62.726595480506575)
SRR8438150	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438150_1	(1.0, 4.474936444821068)	(2.0, 1.0820676618212632)	(3.0, 0.5279968711296525)	(4.0, 0.5019229515676944)	(5.0, 0.27703539534580535)	(6.0, 0.2444429958933577)	(7.0, 0.19392477674206376)	(8.0, 0.27377615540056055)	(9.0, 0.27866501531842774)	('>10', 5.108858614171175)	('>50', 4.163679030050192)	('>100', 5.617300045629359)	('>500', 3.339091323903266)	('>1k', 5.059970014992503)	('>5k', 0.0)	('>10k+', 68.85633270321361)
SRR8438150_2	(1.0, 11.928818199595854)	(2.0, 1.675249331855811)	(3.0, 0.9093279447232905)	(4.0, 0.6257740694869957)	(5.0, 0.5785150902809465)	(6.0, 0.2933315950720292)	(7.0, 0.33081285444234404)	(8.0, 0.29985007496251875)	(9.0, 0.38133107359363794)	('>10', 6.715663907176847)	('>50', 4.292419007887361)	('>100', 6.894922104165309)	('>500', 4.804119679290789)	('>1k', 3.9404210938009254)	('>5k', 0.0)	('>10k+', 56.32944397366534)
SRR8438151	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438151_1	(1.0, 7.959546377792822)	(2.0, 1.912660798916723)	(3.0, 0.6855111712931617)	(4.0, 0.6770480704129994)	(5.0, 0.550101557210562)	(6.0, 0.533175355450237)	(7.0, 0.2962085308056872)	(8.0, 0.2708192281651997)	(9.0, 0.4189234935680433)	('>10', 8.93703452945159)	('>50', 4.89167230873392)	('>100', 11.078199052132701)	('>500', 2.2935003385240353)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 59.49559918754231)
SRR8438151_2	(1.0, 19.854434664861206)	(2.0, 2.225795531482735)	(3.0, 1.0028774542992553)	(4.0, 0.6601218686526743)	(5.0, 0.6558903182125931)	(6.0, 0.5585646580907244)	(7.0, 0.38507109004739337)	(8.0, 0.3385240352064997)	(9.0, 0.3427555856465809)	('>10', 9.351726472579553)	('>50', 5.945328368314151)	('>100', 8.615436696005416)	('>500', 3.711069735951252)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 46.352403520649965)
SRR8438152	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438152_1	(1.0, 9.79502688172043)	(2.0, 2.721774193548387)	(3.0, 1.436491935483871)	(4.0, 1.0080645161290323)	(5.0, 0.9660618279569892)	(6.0, 0.5040322580645161)	(7.0, 0.5880376344086021)	(8.0, 0.33602150537634407)	(9.0, 0.6804435483870968)	('>10', 7.778897849462366)	('>50', 8.072916666666668)	('>100', 16.927083333333336)	('>500', 4.51108870967742)	('>1k', 0.0)	('>5k', 44.674059139784944)	('>10k+', 0.0)
SRR8438152_2	(1.0, 23.177083333333336)	(2.0, 3.141801075268817)	(3.0, 1.7893145161290325)	(4.0, 1.1760752688172043)	(5.0, 0.7140456989247311)	(6.0, 0.7560483870967742)	(7.0, 0.823252688172043)	(8.0, 0.739247311827957)	(9.0, 0.22681451612903228)	('>10', 8.257728494623656)	('>50', 9.937836021505376)	('>100', 15.280577956989246)	('>500', 0.0)	('>1k', 33.98017473118279)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438153	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438153_1	(1.0, 9.347226478700582)	(2.0, 2.684646031259577)	(3.0, 1.618142813361937)	(4.0, 1.1523138216365307)	(5.0, 0.827459393196445)	(6.0, 0.8826233527428746)	(7.0, 0.6435795280416794)	(8.0, 0.5393809377873123)	(9.0, 0.4413116763714373)	('>10', 8.27459393196445)	('>50', 6.000612932883849)	('>100', 18.112166717744408)	('>500', 10.904076003677597)	('>1k', 0.0)	('>5k', 38.57186638063132)	('>10k+', 0.0)
SRR8438153_2	(1.0, 16.55531719276739)	(2.0, 2.6969046889365615)	(3.0, 1.7468587189702727)	(4.0, 1.1523138216365307)	(5.0, 0.7355194606190621)	(6.0, 0.8090714066809686)	(7.0, 0.4290530186944529)	(8.0, 0.8335887220349373)	(9.0, 0.49647563591786703)	('>10', 8.342016549187864)	('>50', 4.449892736745326)	('>100', 23.426294820717132)	('>500', 3.4508121360711006)	('>1k', 0.0)	('>5k', 34.87588109102053)	('>10k+', 0.0)
SRR8438154	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438154_1	(1.0, 2.6410372932171082)	(2.0, 0.6787023211619384)	(3.0, 0.37712242019345965)	(4.0, 0.2903665582710206)	(5.0, 0.25082477086419463)	(6.0, 0.1416422235468393)	(7.0, 0.15698679776441357)	(8.0, 0.12275659374059407)	(9.0, 0.15403591810718775)	('>10', 2.082730862069983)	('>50', 1.2600256136354249)	('>100', 7.278639762513205)	('>500', 1.4152418836055027)	('>1k', 7.6964843219763805)	('>5k', 3.370494744483331)	('>10k+', 72.08290791484941)
SRR8438154_2	(1.0, 6.071729982707845)	(2.0, 0.9478225459009331)	(3.0, 0.6090615612514091)	(4.0, 0.3895161147538081)	(5.0, 0.2921370860653561)	(6.0, 0.2762023359163367)	(7.0, 0.26853004880754955)	(8.0, 0.17941348315932978)	(9.0, 0.15934750149019422)	('>10', 2.573167061100914)	('>50', 1.823053452234111)	('>100', 8.254790753123507)	('>500', 2.471066624960901)	('>1k', 4.502452180995155)	('>5k', 3.1184896217562454)	('>10k+', 68.06321964577641)
SRR8438155	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438155_1	(1.0, 11.17521565717466)	(2.0, 2.626843521009183)	(3.0, 1.6195158148594748)	(4.0, 1.2280864483814118)	(5.0, 0.881179853445877)	(6.0, 0.8181059270939616)	(7.0, 0.7466839810778221)	(8.0, 0.5045914108153232)	(9.0, 0.6344494944810314)	('>10', 7.512290140061219)	('>50', 4.291809665151656)	('>100', 11.621370930340413)	('>500', 15.352935720248587)	('>1k', 9.312679714312216)	('>5k', 4.703645301920044)	('>10k+', 26.970596419627125)
SRR8438155_2	(1.0, 25.802801224376214)	(2.0, 2.5878860959094703)	(3.0, 1.380205917818384)	(4.0, 0.9572395881643633)	(5.0, 0.7976996568036361)	(6.0, 0.47861979408218164)	(7.0, 0.5518968555792597)	(8.0, 0.3339207865689639)	(9.0, 0.3756608848900844)	('>10', 7.76458584546888)	('>50', 2.793803914293665)	('>100', 15.389110472126891)	('>500', 2.864298302569335)	('>1k', 14.367869399870143)	('>5k', 8.945366849086355)	('>10k+', 14.609034412392171)
SRR8438156	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438156_1	(1.0, 3.781286926630143)	(2.0, 0.9863377572046602)	(3.0, 0.48047344212345827)	(4.0, 0.23437728884071135)	(5.0, 0.3125030517876151)	(6.0, 0.18750183107256907)	(7.0, 0.16406410218849793)	(8.0, 0.24218986513540172)	(9.0, 0.1054697799783201)	('>10', 3.53421420131056)	('>50', 3.32327464135392)	('>100', 9.983495932577467)	('>500', 3.001982441234778)	('>1k', 2.129903612339964)	('>5k', 5.40141993574156)	('>10k+', 66.13150519048038)
SRR8438156_2	(1.0, 8.497153292512623)	(2.0, 1.4843894959911719)	(3.0, 0.7441478920692585)	(4.0, 0.5039111710075294)	(5.0, 0.3564487934452485)	(6.0, 0.37500366214513814)	(7.0, 0.29394818308772547)	(8.0, 0.1796892547778787)	(9.0, 0.1757829666305335)	('>10', 4.974657955644099)	('>50', 3.446322717995293)	('>100', 9.299895506792058)	('>500', 4.138712292112228)	('>1k', 7.523510971786834)	('>5k', 0.0)	('>10k+', 58.006425844002386)
SRR8438157	(1.0, 93.58974358974359)	(2.0, 2.564102564102564)	(3.0, 3.8461538461538463)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438157_1	(1.0, 18.11961858146927)	(2.0, 3.5231969916284895)	(3.0, 2.142121677883396)	(4.0, 1.5399997015504454)	(5.0, 1.1490307850715533)	(6.0, 0.944592840195186)	(7.0, 0.929670362466984)	(8.0, 0.8058137973229076)	(9.0, 0.6177905779475624)	('>10', 11.182904809514572)	('>50', 4.833390536164625)	('>100', 10.257711190366049)	('>500', 2.231656544252608)	('>1k', 30.38291077850566)	('>5k', 11.339590825660693)	('>10k+', 0.0)
SRR8438157_2	(1.0, 52.980764926208344)	(2.0, 3.088952889737812)	(3.0, 1.6205810812827361)	(4.0, 1.0594959187023414)	(5.0, 0.7535851252742005)	(6.0, 0.644651037858326)	(7.0, 0.5379553221016817)	(8.0, 0.4655813051199021)	(9.0, 0.39619178368376284)	('>10', 6.503961917836838)	('>50', 2.746482025875576)	('>100', 7.033709877188008)	('>500', 2.983003297867578)	('>1k', 3.1941563577216363)	('>5k', 15.990927133541252)	('>10k+', 0.0)
SRR8438158	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438158_1	(1.0, 5.265897096938723)	(2.0, 1.2345036483434126)	(3.0, 0.7713045560054542)	(4.0, 0.4538310208075278)	(5.0, 0.4111542505022327)	(6.0, 0.3060236699940669)	(7.0, 0.2040157799960446)	(8.0, 0.29977828897377984)	(9.0, 0.21546564519990424)	('>10', 3.442245839014895)	('>50', 3.8221731844156928)	('>100', 8.058623309843762)	('>500', 6.224563083552789)	('>1k', 5.852962912845708)	('>5k', 0.0)	('>10k+', 63.437457713566005)
SRR8438158_2	(1.0, 13.189203818009599)	(2.0, 1.8403056073112594)	(3.0, 1.064837463958947)	(4.0, 0.707809848965869)	(5.0, 0.5464708392751195)	(6.0, 0.42468590937952144)	(7.0, 0.4080315599920892)	(8.0, 0.3997043852983731)	(9.0, 0.28104214591291854)	('>10', 5.173257278471131)	('>50', 4.232286538081211)	('>100', 8.879890914011511)	('>500', 1.7143570900688032)	('>1k', 10.001977703989757)	('>5k', 0.0)	('>10k+', 51.13613889727389)
