Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR8438057_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0007462463807049082)	(34.0, 0.0007462463807049082)	(35.0, 0.0037312319035245406)	(36.0, 0.023879884182557064)	(37.0, 0.013432434852688344)	(38.0, 0.009701202949163806)	(39.0, 0.025372376943966886)	(40.0, 0.049625384316876374)	(41.0, 0.10111638458551515)	(42.0, 0.15783110951908827)	(43.0, 0.25708187815283967)	(44.0, 1.3335422823196659)	(45.0, 7.165457747529285)	(46.0, 9.99223903763964)	(47.0, 3.3342288289893967)	(48.0, 1.4656278917044498)	(49.0, 0.7022178442433178)	(50.0, 0.6328169308377652)	(51.0, 1.9081519954625106)	(52.0, 23.470194919552725)	(53.0, 30.326706665481893)	(54.0, 10.739977911105278)	(55.0, 3.888689889853018)	(56.0, 2.0827736485474793)	(57.0, 0.9514641353987429)	(58.0, 0.5455061042952936)	(59.0, 0.34476582788566756)	(60.0, 0.19029282707975131)	(61.0, 0.09626578311093321)	(62.0, 0.05522223217216316)	(63.0, 0.03134234798960616)	(64.0, 0.02984985522819634)	(65.0, 0.021641145040442334)	(66.0, 0.014924927614098159)	(67.0, 0.009701202949163806)	(68.0, 0.0037312319035245406)	(69.0, 0.0022387391421147245)	(70.0, 0.002984985522819633)	(71.0, 0.0007462463807049082)	(72.0, 0.0007462463807049082)	(73.0, 0.0007462463807049082)	(74.0, 0.0)	(75.0, 0.0007462463807049082)	(76.0, 0.0022387391421147245)	(77.0, 0.0007462463807049082)	(78.0, 0.0007462463807049082)	(79.0, 0.0014924927614098165)	(80.0, 0.0007462463807049082)	(81.0, 0.0)	(82.0, 0.0014924927614098165)	(83.0, 0.0022387391421147245)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0007462463807049082)	(96.0, 0.0)	(97.0, 0.0007462463807049082)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438058	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 3.448275862068966)	(41.0, 3.448275862068966)	(42.0, 0.0)	(43.0, 10.344827586206899)	(44.0, 17.241379310344833)	(45.0, 13.793103448275865)	(46.0, 17.241379310344833)	(47.0, 13.793103448275865)	(48.0, 10.344827586206899)	(49.0, 6.896551724137932)	(50.0, 3.448275862068966)	(51.0, 0.0)	(52.0, 0.0)	(53.0, 0.0)	(54.0, 0.0)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438058_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0008627011171979893)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0008627011171979893)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0008627011171979893)	(36.0, 0.06642798602424511)	(37.0, 0.09144631842298681)	(38.0, 0.06987879049303708)	(39.0, 0.05262476814907734)	(40.0, 0.23638010611224855)	(41.0, 0.3045334943708887)	(42.0, 0.28900487426132515)	(43.0, 0.3562955614027684)	(44.0, 0.34508044687919426)	(45.0, 0.42962515636459964)	(46.0, 0.6660052624768552)	(47.0, 0.9662252512617384)	(48.0, 3.0358452314197573)	(49.0, 27.144027951520634)	(50.0, 11.609368934134356)	(51.0, 16.627701332870494)	(52.0, 18.550662123103066)	(53.0, 6.713540094034914)	(54.0, 4.951904412716056)	(55.0, 3.3774748738300833)	(56.0, 2.3646637622397773)	(57.0, 0.7876461200017648)	(58.0, 0.4555061898805401)	(59.0, 0.25277142733901015)	(60.0, 0.10352413406375875)	(61.0, 0.04831126256308741)	(62.0, 0.010352413406375873)	(63.0, 0.01984212569555375)	(64.0, 0.058663675969463244)	(65.0, 0.008627011171979896)	(66.0, 0.0017254022343959786)	(67.0, 0.0008627011171979893)	(68.0, 0.0008627011171979893)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438058_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0007940194455362766)	(34.0, 0.0015880388910725532)	(35.0, 0.011910291683044145)	(36.0, 0.07066773065272852)	(37.0, 0.023820583366088298)	(38.0, 0.02143852502947946)	(39.0, 0.11513281960276024)	(40.0, 0.17944839469119853)	(41.0, 0.2350297558787371)	(42.0, 0.31284366154129145)	(43.0, 0.30649150597700103)	(44.0, 0.28028886427430416)	(45.0, 0.37715923662973166)	(46.0, 0.4926890659552632)	(47.0, 0.6078218855580265)	(48.0, 0.8575410011791714)	(49.0, 15.381347689202638)	(50.0, 23.30883783343997)	(51.0, 7.764716157900116)	(52.0, 12.633643397926853)	(53.0, 15.490525362963778)	(54.0, 6.536368075654939)	(55.0, 3.935160372077557)	(56.0, 3.465894879765724)	(57.0, 2.926755676246715)	(58.0, 1.7452547412887678)	(59.0, 1.0219030264051714)	(60.0, 0.6145710508450846)	(61.0, 0.3668369838377597)	(62.0, 0.2739367087100141)	(63.0, 0.17865437524566224)	(64.0, 0.11433880015722397)	(65.0, 0.11116272237507883)	(66.0, 0.08813615845452666)	(67.0, 0.050023225068785405)	(68.0, 0.03176077782145108)	(69.0, 0.017468427801798077)	(70.0, 0.010322252791971595)	(71.0, 0.007146175009826489)	(72.0, 0.005558136118753935)	(73.0, 0.006352155564290213)	(74.0, 0.0031760777821451063)	(75.0, 0.0007940194455362766)	(76.0, 0.0015880388910725532)	(77.0, 0.0015880388910725532)	(78.0, 0.0031760777821451063)	(79.0, 0.0015880388910725532)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0007940194455362766)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0007940194455362766)	(90.0, 0.0015880388910725532)	(91.0, 0.0015880388910725532)	(92.0, 0.0007940194455362766)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0011910291683044148)
SRR8438059	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 8.333333333333334)	(42.0, 8.333333333333334)	(43.0, 4.166666666666667)	(44.0, 0.0)	(45.0, 4.166666666666667)	(46.0, 8.333333333333334)	(47.0, 8.333333333333334)	(48.0, 16.666666666666668)	(49.0, 29.166666666666668)	(50.0, 12.500000000000004)	(51.0, 0.0)	(52.0, 0.0)	(53.0, 0.0)	(54.0, 0.0)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438059_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0013392079923934316)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0013392079923934316)	(32.0, 0.002678415984786863)	(33.0, 0.005356831969573726)	(34.0, 0.004017623977180295)	(35.0, 0.0013392079923934316)	(36.0, 0.01607049590872118)	(37.0, 0.030801783825048914)	(38.0, 0.03749782378701608)	(39.0, 0.06428198363488476)	(40.0, 0.13526000723173642)	(41.0, 0.4151544776419622)	(42.0, 0.5611281488128462)	(43.0, 0.9240535147514766)	(44.0, 1.0485998580440674)	(45.0, 1.228053729024777)	(46.0, 1.2561770968650374)	(47.0, 8.607089767112008)	(48.0, 10.289135005558924)	(49.0, 2.3650413145667883)	(50.0, 3.353376812953253)	(51.0, 24.206184462507217)	(52.0, 25.613692062511433)	(53.0, 9.681134577012028)	(54.0, 5.312638105824656)	(55.0, 1.9083713891606018)	(56.0, 1.62044167079603)	(57.0, 0.8798596510024921)	(58.0, 0.23703981465363794)	(59.0, 0.11918951132301525)	(60.0, 0.03749782378701608)	(61.0, 0.017409703901114612)	(62.0, 0.008035247954360588)	(63.0, 0.002678415984786863)	(64.0, 0.0013392079923934316)	(65.0, 0.0)	(66.0, 0.0013392079923934316)	(67.0, 0.0013392079923934316)	(68.0, 0.0013392079923934316)	(69.0, 0.0013392079923934316)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0013392079923934316)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438059_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0013581420616597336)	(29.0, 0.0027162841233194673)	(30.0, 0.0013581420616597336)	(31.0, 0.0027162841233194673)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.004074426184979201)	(37.0, 0.004074426184979201)	(38.0, 0.004074426184979201)	(39.0, 0.02173027298655574)	(40.0, 0.05704196658970885)	(41.0, 0.12087464348771615)	(42.0, 0.5677033817737671)	(43.0, 1.1768300964281635)	(44.0, 1.2542441939427642)	(45.0, 6.686133369550487)	(46.0, 9.625152790982357)	(47.0, 4.162705418987272)	(48.0, 2.196115713703754)	(49.0, 1.3160396577482782)	(50.0, 1.3948118973245385)	(51.0, 4.1097378785825365)	(52.0, 22.154013309791644)	(53.0, 24.521254923262408)	(54.0, 9.872334646204541)	(55.0, 4.362352302051211)	(56.0, 2.6999864185795728)	(57.0, 1.4097514600027945)	(58.0, 0.7592014124677949)	(59.0, 0.604373217438581)	(60.0, 0.36398207252480785)	(61.0, 0.2105120195572591)	(62.0, 0.12494906967269535)	(63.0, 0.07469781339128537)	(64.0, 0.03666983566481281)	(65.0, 0.02716284123319467)	(66.0, 0.025804699171534932)	(67.0, 0.01358142061659734)	(68.0, 0.005432568246638935)	(69.0, 0.0)	(70.0, 0.0027162841233194673)	(71.0, 0.0027162841233194673)	(72.0, 0.0013581420616597336)	(73.0, 0.0013581420616597336)	(74.0, 0.0013581420616597336)	(75.0, 0.0027162841233194673)	(76.0, 0.0013581420616597336)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0013581420616597336)	(82.0, 0.0013581420616597336)	(83.0, 0.0)	(84.0, 0.0027162841233194673)	(85.0, 0.0027162841233194673)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0013581420616597336)	(92.0, 0.0013581420616597336)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438060	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 12.499999999999998)	(41.0, 12.499999999999998)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.0)	(45.0, 24.999999999999996)	(46.0, 24.999999999999996)	(47.0, 0.0)	(48.0, 0.0)	(49.0, 0.0)	(50.0, 12.499999999999998)	(51.0, 0.0)	(52.0, 12.499999999999998)	(53.0, 0.0)	(54.0, 0.0)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438060_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0035677334189589357)	(29.0, 0.01070320025687681)	(30.0, 0.01783866709479468)	(31.0, 0.007135466837917871)	(32.0, 0.01070320025687681)	(33.0, 0.08562560205501443)	(34.0, 1.1131328267151839)	(35.0, 0.3532056084769342)	(36.0, 0.09276106889293231)	(37.0, 0.1427093367583575)	(38.0, 0.6885725498590765)	(39.0, 0.6921402832780353)	(40.0, 1.2594098968924983)	(41.0, 1.9658211138463828)	(42.0, 2.8862963359378018)	(43.0, 3.7496878233258153)	(44.0, 4.905633451068446)	(45.0, 6.4718684219914975)	(46.0, 7.916800456670031)	(47.0, 6.721609761318652)	(48.0, 5.654857469049808)	(49.0, 5.255271326126401)	(50.0, 5.494309465196638)	(51.0, 11.206250668950458)	(52.0, 13.607335259909275)	(53.0, 5.8118377394840195)	(54.0, 4.588105176781117)	(55.0, 2.9433800706411417)	(56.0, 2.772128866531123)	(57.0, 2.415355524635222)	(58.0, 0.7385208177245008)	(59.0, 0.21763173855649504)	(60.0, 0.10703200256876808)	(61.0, 0.0392450676085483)	(62.0, 0.007135466837917871)	(63.0, 0.021406400513753615)	(64.0, 0.01070320025687681)	(65.0, 0.0035677334189589357)	(66.0, 0.0035677334189589357)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0035677334189589357)	(72.0, 0.0035677334189589357)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438060_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.003546350805021659)	(28.0, 0.003546350805021659)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.010639052415064978)	(33.0, 0.024824455635151614)	(34.0, 0.11348322576069311)	(35.0, 0.7199092134193982)	(36.0, 0.47166465706788113)	(37.0, 0.15249308461593145)	(38.0, 0.18441024186112634)	(39.0, 0.30498616923186234)	(40.0, 0.2588836087665809)	(41.0, 0.2269664515213861)	(42.0, 0.2269664515213861)	(43.0, 0.3227179232569706)	(44.0, 0.517767217533163)	(45.0, 1.0497198382864077)	(46.0, 1.7377118944606158)	(47.0, 3.365486913965549)	(48.0, 3.9896446556493257)	(49.0, 4.645719554578295)	(50.0, 5.693666217462178)	(51.0, 6.757571458968798)	(52.0, 13.05766366408975)	(53.0, 16.47279948932483)	(54.0, 9.387190580892655)	(55.0, 7.011135541527874)	(56.0, 5.812468969430416)	(57.0, 4.7556564295339605)	(58.0, 3.861976026668553)	(59.0, 2.7661536279169225)	(60.0, 2.0533371161075524)	(61.0, 1.3937158663735052)	(62.0, 0.8865877012554138)	(63.0, 0.5816015320235534)	(64.0, 0.35108872969714383)	(65.0, 0.27661536279168913)	(66.0, 0.15958578622597475)	(67.0, 0.08511241932051979)	(68.0, 0.06028796368536819)	(69.0, 0.07801971771047647)	(70.0, 0.046102560465281564)	(71.0, 0.017731754025108296)	(72.0, 0.021278104830129953)	(73.0, 0.014185403220086636)	(74.0, 0.010639052415064978)	(75.0, 0.014185403220086636)	(76.0, 0.003546350805021659)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.007092701610043318)	(80.0, 0.003546350805021659)	(81.0, 0.007092701610043318)	(82.0, 0.007092701610043318)	(83.0, 0.007092701610043318)	(84.0, 0.0)	(85.0, 0.003546350805021659)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.003546350805021659)	(99.0, 0.0)	(100.0, 0.0)
