Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR8438100_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0018164204407840826)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.015742310486795377)	(35.0, 0.08234439331554516)	(36.0, 0.051465245822215615)	(37.0, 0.31242431581486313)	(38.0, 0.19193509324285063)	(39.0, 0.08416081375632925)	(40.0, 0.3511746185515913)	(41.0, 0.28457253572283975)	(42.0, 0.7695567934121776)	(43.0, 0.5503753935575774)	(44.0, 0.5279728747879083)	(45.0, 0.7193024945504876)	(46.0, 2.257205134414347)	(47.0, 6.916929038506901)	(48.0, 3.5268830225221324)	(49.0, 7.714337612011102)	(50.0, 3.30285783482548)	(51.0, 23.428796318723492)	(52.0, 29.264349721493105)	(53.0, 6.833373698230797)	(54.0, 4.920077500604025)	(55.0, 3.2804553160558143)	(56.0, 2.1990796803092696)	(57.0, 1.4065148946471742)	(58.0, 0.6787357713729786)	(59.0, 0.15136837006534004)	(60.0, 0.05933640106561328)	(61.0, 0.015742310486795377)	(62.0, 0.004843787842090886)	(63.0, 0.009687575684181772)	(64.0, 0.0641801889077042)	(65.0, 0.018164204407840823)	(66.0, 0.003027367401306804)	(67.0, 0.0006054734802613608)	(68.0, 0.0)	(69.0, 0.0006054734802613608)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438100_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0006471737920500848)	(29.0, 0.0006471737920500848)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0006471737920500848)	(33.0, 0.0006471737920500848)	(34.0, 0.003883042752300508)	(35.0, 0.01812086617740237)	(36.0, 0.05177390336400673)	(37.0, 0.0828382453824109)	(38.0, 0.13720084391461812)	(39.0, 0.23945430305853005)	(40.0, 0.2711658188689847)	(41.0, 0.230393869969829)	(42.0, 1.0652480617144249)	(43.0, 0.9151037419588017)	(44.0, 0.609314125215154)	(45.0, 0.7879340918209672)	(46.0, 1.1273767457512403)	(47.0, 3.1310268059381405)	(48.0, 5.030481885605426)	(49.0, 3.7885553786608765)	(50.0, 8.084495010290984)	(51.0, 5.146325994382444)	(52.0, 11.542344581211443)	(53.0, 24.670264952959386)	(54.0, 15.316014962652055)	(55.0, 7.478740340932011)	(56.0, 4.09855162505288)	(57.0, 2.8184418643780207)	(58.0, 1.4645542914093725)	(59.0, 0.6555870513467326)	(60.0, 0.42195731241665874)	(61.0, 0.31905667948069233)	(62.0, 0.1669708383489216)	(63.0, 0.07313063850165956)	(64.0, 0.053068250948106896)	(65.0, 0.05436259853220706)	(66.0, 0.0711891171255093)	(67.0, 0.03235868960250425)	(68.0, 0.0168265185933022)	(69.0, 0.007766085504601018)	(70.0, 0.0045302165443505925)	(71.0, 0.003883042752300508)	(72.0, 0.0032358689602504233)	(73.0, 0.0012943475841001697)	(74.0, 0.0012943475841001697)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0006471737920500848)	(92.0, 0.0006471737920500848)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438101	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 3.125)	(43.0, 9.375)	(44.0, 9.375)	(45.0, 3.125)	(46.0, 6.25)	(47.0, 9.375)	(48.0, 18.75)	(49.0, 18.75)	(50.0, 6.25)	(51.0, 6.25)	(52.0, 3.125)	(53.0, 3.125)	(54.0, 3.125)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438101_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0006332480559282854)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0006332480559282854)	(29.0, 0.0006332480559282854)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0006332480559282854)	(34.0, 0.0050659844474262835)	(35.0, 0.01076521695078085)	(36.0, 0.006332480559282855)	(37.0, 0.020897185845633423)	(38.0, 0.04876010030647794)	(39.0, 0.19694014539369606)	(40.0, 0.4312419260871663)	(41.0, 0.3508194229842718)	(42.0, 1.253831150738015)	(43.0, 0.8181564882593315)	(44.0, 0.46037133665986835)	(45.0, 0.3957800349551814)	(46.0, 0.973935510017681)	(47.0, 1.07842143924586)	(48.0, 1.060690493679866)	(49.0, 11.943691582861021)	(50.0, 4.45553332151132)	(51.0, 24.259099774566845)	(52.0, 30.07991590467023)	(53.0, 5.685301046124609)	(54.0, 5.158438663592036)	(55.0, 4.580283188529248)	(56.0, 4.085083208793104)	(57.0, 1.8326198738565336)	(58.0, 0.3641176321587662)	(59.0, 0.13551508396865322)	(60.0, 0.16971047898878014)	(61.0, 0.05129309253019107)	(62.0, 0.010131968894852565)	(63.0, 0.01646444945413542)	(64.0, 0.03736163529976884)	(65.0, 0.014564705286350559)	(66.0, 0.0018997441677848566)	(67.0, 0.0012664961118565709)	(68.0, 0.0006332480559282854)	(69.0, 0.0006332480559282854)	(70.0, 0.0006332480559282854)	(71.0, 0.0006332480559282854)	(72.0, 0.0006332480559282854)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438101_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0006880441999593562)	(26.0, 0.0006880441999593562)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0006880441999593562)	(30.0, 0.0006880441999593562)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.002752176799837425)	(34.0, 0.002064132599878069)	(35.0, 0.006192397799634207)	(36.0, 0.01376088399918712)	(37.0, 0.03233807739808977)	(38.0, 0.11490338139321275)	(39.0, 0.2346230721861394)	(40.0, 0.34746232097947577)	(41.0, 0.3873688845771196)	(42.0, 1.4627819691136135)	(43.0, 0.88276070854784)	(44.0, 0.4517010172733211)	(45.0, 0.35881505027880545)	(46.0, 0.29448291758260386)	(47.0, 0.583461481565537)	(48.0, 0.9212911837455617)	(49.0, 1.622408223504202)	(50.0, 10.932334293153497)	(51.0, 6.831590861397248)	(52.0, 10.96811259155135)	(53.0, 26.643135555037706)	(54.0, 15.931663450053632)	(55.0, 8.24483364811441)	(56.0, 5.347479522084242)	(57.0, 3.312932822804124)	(58.0, 1.721486588298361)	(59.0, 0.88276070854784)	(60.0, 0.5022722659703354)	(61.0, 0.3275090391806539)	(62.0, 0.19884477378825338)	(63.0, 0.1493055913911804)	(64.0, 0.08806965759479767)	(65.0, 0.05710766859662651)	(66.0, 0.05297940339687038)	(67.0, 0.03921851939768331)	(68.0, 0.02064132599878069)	(69.0, 0.008256530399512275)	(70.0, 0.004816309399715494)	(71.0, 0.002752176799837425)	(72.0, 0.002752176799837425)	(73.0, 0.0006880441999593562)	(74.0, 0.0006880441999593562)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0006880441999593562)	(78.0, 0.0006880441999593562)	(79.0, 0.0013760883999187124)	(80.0, 0.0006880441999593562)	(81.0, 0.0)	(82.0, 0.0006880441999593562)	(83.0, 0.0006880441999593562)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0010320662999390344)
SRR8438102	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 11.11111111111111)	(45.0, 11.11111111111111)	(46.0, 11.11111111111111)	(47.0, 11.11111111111111)	(48.0, 11.11111111111111)	(49.0, 11.11111111111111)	(50.0, 11.11111111111111)	(51.0, 11.11111111111111)	(52.0, 11.11111111111111)	(53.0, 0.0)	(54.0, 0.0)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438102_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.007720666293499476)	(33.0, 0.0006433888577916229)	(34.0, 0.0012867777155832459)	(35.0, 0.0006433888577916229)	(36.0, 0.0051471108623329835)	(37.0, 0.0038603331467497374)	(38.0, 0.014797943729207322)	(39.0, 0.041176886898663854)	(40.0, 0.40983870241326703)	(41.0, 0.29402870801077163)	(42.0, 0.1672811030258217)	(43.0, 0.239984043956274)	(44.0, 0.32298120661139545)	(45.0, 0.3512903163542277)	(46.0, 0.26057248740560623)	(47.0, 0.33520559490943663)	(48.0, 0.5333693631092589)	(49.0, 5.177350138649387)	(50.0, 3.8789914236253518)	(51.0, 31.013273112151495)	(52.0, 38.23981676284405)	(53.0, 8.467640757396477)	(54.0, 4.807401545419036)	(55.0, 3.363636948534379)	(56.0, 1.1748280543275023)	(57.0, 0.4497288115963488)	(58.0, 0.18915632419073655)	(59.0, 0.10165543953107661)	(60.0, 0.073346329788245)	(61.0, 0.03602977603633089)	(62.0, 0.019945054591540314)	(63.0, 0.010294221724665965)	(64.0, 0.00450372200454136)	(65.0, 0.0)	(66.0, 0.0006433888577916229)	(67.0, 0.0012867777155832459)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0006433888577916229)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438102_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.004704838590429262)	(31.0, 0.0040327187917965105)	(32.0, 0.0006721197986327517)	(33.0, 0.0013442395972655034)	(34.0, 0.0013442395972655034)	(35.0, 0.0)	(36.0, 0.0006721197986327517)	(37.0, 0.013442395972655032)	(38.0, 0.10350644898944394)	(39.0, 0.21575045536111245)	(40.0, 0.2785936565332747)	(41.0, 0.11258006627098617)	(42.0, 0.16668571006092225)	(43.0, 0.22179953354880713)	(44.0, 0.2231437731460726)	(45.0, 0.21373409596521423)	(46.0, 0.19289838220759922)	(47.0, 0.21911105435427616)	(48.0, 0.23692222901804386)	(49.0, 0.6993406504773737)	(50.0, 3.866705201533905)	(51.0, 4.240067749674389)	(52.0, 23.000275569117864)	(53.0, 33.82174038701988)	(54.0, 13.983452410550697)	(55.0, 7.19369820476736)	(56.0, 4.165126392126804)	(57.0, 2.3638453317914134)	(58.0, 1.424221853302822)	(59.0, 0.913410806341893)	(60.0, 0.6526283244724002)	(61.0, 0.4415827077017217)	(62.0, 0.32194538354508845)	(63.0, 0.2211274137501744)	(64.0, 0.17071842885271873)	(65.0, 0.10955552717713878)	(66.0, 0.07124469865507163)	(67.0, 0.0403271879179651)	(68.0, 0.024868432549411824)	(69.0, 0.021507833556248062)	(70.0, 0.009409677180858524)	(71.0, 0.005376958389062014)	(72.0, 0.00739331778496027)	(73.0, 0.004704838590429262)	(74.0, 0.0013442395972655034)	(75.0, 0.0020163593958982553)	(76.0, 0.0013442395972655034)	(77.0, 0.0013442395972655034)	(78.0, 0.0)	(79.0, 0.0013442395972655034)	(80.0, 0.0013442395972655034)	(81.0, 0.0)	(82.0, 0.0006721197986327517)	(83.0, 0.0)	(84.0, 0.0006721197986327517)	(85.0, 0.0006721197986327517)	(86.0, 0.0013442395972655034)	(87.0, 0.0)	(88.0, 0.0006721197986327517)	(89.0, 0.0)	(90.0, 0.0006721197986327517)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0006721197986327517)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0006721197986327517)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438103	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 1.408450704225352)	(41.0, 2.816901408450704)	(42.0, 5.633802816901408)	(43.0, 7.042253521126759)	(44.0, 4.225352112676056)	(45.0, 11.267605633802816)	(46.0, 16.901408450704224)	(47.0, 15.492957746478876)	(48.0, 15.492957746478876)	(49.0, 12.676056338028168)	(50.0, 2.816901408450704)	(51.0, 4.225352112676056)	(52.0, 0.0)	(53.0, 0.0)	(54.0, 0.0)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438103_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0006523752984615334)	(20.0, 0.0006523752984615334)	(21.0, 0.0006523752984615334)	(22.0, 0.0006523752984615334)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0013047505969230669)	(27.0, 0.012395130670769132)	(28.0, 0.003914251790769201)	(29.0, 0.0006523752984615334)	(30.0, 0.0006523752984615334)	(31.0, 0.0006523752984615334)	(32.0, 0.008480878879999935)	(33.0, 0.07241365812923019)	(34.0, 0.03327114022153822)	(35.0, 0.0026095011938461338)	(36.0, 0.04044726850461506)	(37.0, 0.10568479835076863)	(38.0, 0.04697102148923037)	(39.0, 0.08676591469538403)	(40.0, 0.24920736401230437)	(41.0, 0.5212478634707698)	(42.0, 0.4631864619076933)	(43.0, 1.049019479926128)	(44.0, 1.3040982216246169)	(45.0, 1.932335634043145)	(46.0, 1.5663530916061832)	(47.0, 0.7456649661415246)	(48.0, 1.300183969833847)	(49.0, 2.9402554701660093)	(50.0, 2.3426796967753805)	(51.0, 27.718121681049055)	(52.0, 35.88977466957222)	(53.0, 8.263637905613477)	(54.0, 3.2892762548428505)	(55.0, 3.4243179416243574)	(56.0, 3.944261054498081)	(57.0, 1.726185039729277)	(58.0, 0.5414714977230761)	(59.0, 0.12982268439384542)	(60.0, 0.06328040395076866)	(61.0, 0.03327114022153822)	(62.0, 0.01891888365538447)	(63.0, 0.013699881267692197)	(64.0, 0.07632790991999942)	(65.0, 0.02348551074461521)	(66.0, 0.0026095011938461338)	(67.0, 0.0)	(68.0, 0.0026095011938461338)	(69.0, 0.004566627089230734)	(70.0, 0.0)	(71.0, 0.0006523752984615334)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0006523752984615334)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
