Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,FishID,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_collect_device,Sample Name,SRA Study
SRR8438087,AMPLICON,501,48903560,PRJNA514914,SAMN10737198,Metagenome or environmental,34969981,NOVA SOUTHEASTERN UNIVERSITY,8/12/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245587,CC71.N0,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,skin,26.9319 N 89.4316 W,CC71.N0.SKIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC71.N0.SKIN,SRP178885
SRR8438088,AMPLICON,501,49178839,PRJNA514914,SAMN10737250,Metagenome or environmental,32649904,NOVA SOUTHEASTERN UNIVERSITY,8/18/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245586,CC81,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,fin,29.0161 N 87.5542 W,CC81.FIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC81.FIN,SRP178885
SRR8438089,AMPLICON,501,40855694,PRJNA514914,SAMN10737251,Metagenome or environmental,27531505,NOVA SOUTHEASTERN UNIVERSITY,8/18/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245585,CC81,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Guts,29.0161 N 87.5542 W,CC81.GUT,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC81.GUT,SRP178885
SRR8438090,AMPLICON,501,38830578,PRJNA514914,SAMN10737252,Metagenome or environmental,25902211,NOVA SOUTHEASTERN UNIVERSITY,8/18/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245584,CC81,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,skin,29.0161 N 87.5542 W,CC81.SKIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC81.SKIN,SRP178885
SRR8438091,AMPLICON,501,41682832,PRJNA514914,SAMN10737216,Metagenome or environmental,27878803,NOVA SOUTHEASTERN UNIVERSITY,5/6/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245583,CU44,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Ceratias uranoscopus,Illumina MiSeq,Esca,27.4912 N 86.9618 W,CU44.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CU44.ESCA,SRP178885
SRR8438092,AMPLICON,501,43300297,PRJNA514914,SAMN10737246,Metagenome or environmental,30696466,NOVA SOUTHEASTERN UNIVERSITY,8/17/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245582,CC79.2,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,skin,28.5154 N 87.5308 W,CC79.2.S,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC79.2.S,SRP178885
SRR8438093,AMPLICON,501,4974460,PRJNA514914,SAMN10737247,Metagenome or environmental,3412001,NOVA SOUTHEASTERN UNIVERSITY,8/17/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245581,CC80,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,28.5272 N 87.4973 W,CC80.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC80.ESCA,SRP178885
SRR8438094,AMPLICON,501,44366978,PRJNA514914,SAMN10737248,Metagenome or environmental,30300564,NOVA SOUTHEASTERN UNIVERSITY,8/18/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245580,CC81,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,29.0161 N 87.5542 W,CC81.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC81.ESCA,SRP178885
SRR8438095,AMPLICON,501,44621667,PRJNA514914,SAMN10737249,Metagenome or environmental,29699544,NOVA SOUTHEASTERN UNIVERSITY,8/18/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245579,CC81,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,gills,29.0161 N 87.5542 W,CC81.FILL,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC81.FILL,SRP178885
SRR8438096,AMPLICON,501,17763637,PRJNA514914,SAMN10737225,Metagenome or environmental,12296968,NOVA SOUTHEASTERN UNIVERSITY,8/15/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245578,ON76,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Oneirodidae,Illumina MiSeq,skin,27.4932 N 87.9728 W,ON76.SKIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,ON76.SKIN,SRP178885
SRR8438097,AMPLICON,501,16011354,PRJNA514914,SAMN10737224,Metagenome or environmental,11581629,NOVA SOUTHEASTERN UNIVERSITY,8/15/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245577,ON76,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Oneirodidae,Illumina MiSeq,Guts,27.4932 N 87.9728 W,ON76.GUT,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,ON76.GUT,SRP178885
SRR8438098,AMPLICON,501,34999337,PRJNA514914,SAMN10737214,Metagenome or environmental,24759642,NOVA SOUTHEASTERN UNIVERSITY,8/7/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245576,CS60,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Centrophryne spinulosa,Illumina MiSeq,Illicium,26.9744 N 88.9683 W,CS60.ILLICIUM,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CS60.ILLICIUM,SRP178885
SRR8438099,AMPLICON,501,63458067,PRJNA514914,SAMN10737215,Metagenome or environmental,41219634,NOVA SOUTHEASTERN UNIVERSITY,8/15/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245575,CSp75,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Ceratias,Illumina MiSeq,Caruncles,27.5202 N 87.9814 W,CSp75.CAR,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CSp75.CAR,SRP178885
SRR8438100,AMPLICON,501,53517273,PRJNA514914,SAMN10737212,Metagenome or environmental,35391556,NOVA SOUTHEASTERN UNIVERSITY,8/15/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245574,ON76,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Oneirodidae,Illumina MiSeq,Esca,27.4932 N 87.9728 W,ON76.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,ON76.ESCA,SRP178885
SRR8438101,AMPLICON,501,50569998,PRJNA514914,SAMN10737213,Metagenome or environmental,33179484,NOVA SOUTHEASTERN UNIVERSITY,8/15/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245573,ON76,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Oneirodidae,Illumina MiSeq,fin,27.4932 N 87.9728 W,ON76.FIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,ON76.FIN,SRP178885
SRR8438102,AMPLICON,501,49152893,PRJNA514914,SAMN10737210,Metagenome or environmental,34987979,NOVA SOUTHEASTERN UNIVERSITY,8/14/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245572,CC73,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,skin,27.5194 N 88.9960 W,CC73.SKIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC73.SKIN,SRP178885
SRR8438103,AMPLICON,501,48449204,PRJNA514914,SAMN10737211,Metagenome or environmental,32678812,NOVA SOUTHEASTERN UNIVERSITY,8/18/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245571,CC81,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Illicium,29.0161 N 87.5542 W,CC81.ILL,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC81.ILL,SRP178885
SRR8438104,AMPLICON,501,12626489,PRJNA514914,SAMN10737208,Metagenome or environmental,9184332,NOVA SOUTHEASTERN UNIVERSITY,8/14/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245570,CC73,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,gills,27.5194 N 88.9960 W,CC73.GILL,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC73.GILL,SRP178885
SRR8438105,AMPLICON,501,14451886,PRJNA514914,SAMN10737209,Metagenome or environmental,10553491,NOVA SOUTHEASTERN UNIVERSITY,8/14/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245569,CC73,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Guts,27.5194 N 88.9960 W,CC73.GUT,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC73.GUT,SRP178885
SRR8438106,AMPLICON,501,54461842,PRJNA514914,SAMN10737206,Metagenome or environmental,36885482,NOVA SOUTHEASTERN UNIVERSITY,8/18/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245568,CC81,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Caruncles,29.0161 N 87.5542 W,CC81.CAR,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC81.CAR,SRP178885
SRR8438107,AMPLICON,501,44423208,PRJNA514914,SAMN10737207,Metagenome or environmental,31574817,NOVA SOUTHEASTERN UNIVERSITY,8/14/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245567,CC73,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,fin,27.5194 N 88.9960 W,CC73.FIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC73.FIN,SRP178885
SRR8438108,AMPLICON,501,39464971,PRJNA514914,SAMN10737239,Metagenome or environmental,28670215,NOVA SOUTHEASTERN UNIVERSITY,8/17/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245566,CC79.1,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Guts,28.5154 N 87.5308 W,CC79.1.G,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC79.1.G,SRP178885
SRR8438109,AMPLICON,501,47273564,PRJNA514914,SAMN10737238,Metagenome or environmental,33676698,NOVA SOUTHEASTERN UNIVERSITY,8/17/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245565,CC79.1,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,fin,28.5154 N 87.5308 W,CC79.1.F,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC79.1.F,SRP178885
SRR8438110,AMPLICON,501,29330238,PRJNA514914,SAMN10737237,Metagenome or environmental,20244493,NOVA SOUTHEASTERN UNIVERSITY,5/12/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245564,MM54,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Melanocetus murrayi,Illumina MiSeq,Illicium,28.5050 N 88.0134 W,MM54.ILLICIUM,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,MM54.ILLICIUM,SRP178885
SRR8438111,AMPLICON,500,38856993,PRJNA514914,SAMN10737236,Metagenome or environmental,26648155,NOVA SOUTHEASTERN UNIVERSITY,5/12/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245563,MM54,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Melanocetus murrayi,Illumina MiSeq,Esca,28.5050 N 88.0134 W,MM54.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,MM54.ESCA,SRP178885
SRR8438112,AMPLICON,501,26648954,PRJNA514914,SAMN10737243,Metagenome or environmental,19217092,NOVA SOUTHEASTERN UNIVERSITY,8/17/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245562,CC79.2,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,fin,28.5154 N 87.5308 W,CC79.2.F,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC79.2.F,SRP178885
SRR8438113,AMPLICON,501,29213797,PRJNA514914,SAMN10737242,Metagenome or environmental,21204234,NOVA SOUTHEASTERN UNIVERSITY,8/17/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245561,CC79.2,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,28.5154 N 87.5308 W,CC79.2.E,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC79.2.E,SRP178885
SRR8438114,AMPLICON,501,47224711,PRJNA514914,SAMN10737241,Metagenome or environmental,33578186,NOVA SOUTHEASTERN UNIVERSITY,8/17/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245560,CC79.1,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,skin,28.5154 N 87.5308 W,CC79.1.S,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC79.1.S,SRP178885
SRR8438115,AMPLICON,501,39528199,PRJNA514914,SAMN10737240,Metagenome or environmental,28775436,NOVA SOUTHEASTERN UNIVERSITY,8/17/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245559,CC79.1,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,gills,28.5154 N 87.5308 W,CC79.1.GI,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC79.1.GI,SRP178885
SRR8438116,AMPLICON,501,27764144,PRJNA514914,SAMN10737245,Metagenome or environmental,19944124,NOVA SOUTHEASTERN UNIVERSITY,8/17/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245558,CC79.2,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,gills,28.5154 N 87.5308 W,CC79.2.GI,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC79.2.GI,SRP178885
SRR8438117,AMPLICON,501,14953271,PRJNA514914,SAMN10737244,Metagenome or environmental,10918154,NOVA SOUTHEASTERN UNIVERSITY,8/17/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245557,CC79.2,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Guts,28.5154 N 87.5308 W,CC79.2.G,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC79.2.G,SRP178885
SRR8438118,AMPLICON,501,7793173,PRJNA514914,SAMN10737136,Metagenome or environmental,5540353,NOVA SOUTHEASTERN UNIVERSITY,8/5/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245556,CC57,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,27.0028 N 90.0065 W,CC57.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC57.ESCA,SRP178885
SRR8438119,AMPLICON,500,14676003,PRJNA514914,SAMN10737137,Metagenome or environmental,8748906,NOVA SOUTHEASTERN UNIVERSITY,8/14/15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245555,CC24,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,28.4742 N 87.4621 W,CC24,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC24,SRP178885
SRR8438120,AMPLICON,500,14253511,PRJNA514914,SAMN10737138,Metagenome or environmental,8471267,NOVA SOUTHEASTERN UNIVERSITY,8/16/15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245554,CC26,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,28.5490 N 87.0296 W,CC26,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC26,SRP178885
SRR8438121,AMPLICON,500,46637093,PRJNA514914,SAMN10737139,Metagenome or environmental,27320758,NOVA SOUTHEASTERN UNIVERSITY,8/19/15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245553,CC32,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,26.9322 N 87.0204 W,CC32,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC32,SRP178885
SRR8438122,AMPLICON,500,10166378,PRJNA514914,SAMN10737140,Metagenome or environmental,6174203,NOVA SOUTHEASTERN UNIVERSITY,8/20/15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245552,CC34,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,27.4719 N 86.5366 W,CC34,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC34,SRP178885
SRR8438123,AMPLICON,501,55522922,PRJNA514914,SAMN10737141,Metagenome or environmental,39062307,NOVA SOUTHEASTERN UNIVERSITY,5/4/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245551,CC42,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Caruncles,27.8910 N 86.8787 W,CC42.C,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC42.C,SRP178885
SRR8438124,AMPLICON,501,48356861,PRJNA514914,SAMN10737142,Metagenome or environmental,33838859,NOVA SOUTHEASTERN UNIVERSITY,5/4/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245550,CC42,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,27.8910 N 86.8787 W,CC42.Escabud,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC42.Escabud,SRP178885
SRR8438125,AMPLICON,501,206133442,PRJNA514914,SAMN10737143,Metagenome or environmental,142934128,NOVA SOUTHEASTERN UNIVERSITY,5/4/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245549,CC42,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,skin,27.8910 N 86.8787 W,CC42.SKIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC42.SKIN,SRP178885
SRR8438126,AMPLICON,501,40088013,PRJNA514914,SAMN10737144,Metagenome or environmental,27030414,NOVA SOUTHEASTERN UNIVERSITY,5/11/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245548,CC53.N0,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,28.5120 N 88.0278 W,CC53.N0.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC53.N0.ESCA,SRP178885
SRR8438127,AMPLICON,501,43119658,PRJNA514914,SAMN10737145,Metagenome or environmental,28757406,NOVA SOUTHEASTERN UNIVERSITY,5/11/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245547,CC53.N3,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,28.5120 N 88.0278 W,CC53.N3.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC53.N3.ESCA,SRP178885
SRR8438128,AMPLICON,501,179926,PRJNA514914,SAMN10737222,Metagenome or environmental,189222,NOVA SOUTHEASTERN UNIVERSITY,5/1/15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245546,DP02,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Dolopichthys,Illumina MiSeq,gills,29.0480 N 87.9900 W,DP4,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,DP4,SRP178885
SRR8438129,AMPLICON,501,11443906,PRJNA514914,SAMN10737150,Metagenome or environmental,8299595,NOVA SOUTHEASTERN UNIVERSITY,8/5/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245545,CC57,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Guts,27.0028 N 90.0065 W,CC57.GUT,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC57.GUT,SRP178885
SRR8438130,AMPLICON,501,48236940,PRJNA514914,SAMN10737151,Metagenome or environmental,34320189,NOVA SOUTHEASTERN UNIVERSITY,8/5/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245544,CC57,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,skin,27.0028 N 90.0065 W,CC57.SKIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC57.SKIN,SRP178885
SRR8438131,AMPLICON,500,23380799,PRJNA514914,SAMN10737152,Metagenome or environmental,15793302,NOVA SOUTHEASTERN UNIVERSITY,8/6/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245543,LI58,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Linophrynidae,Illumina MiSeq,Esca,26.9942 N 89.9939 W,LI58.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,LI58.ESCA,SRP178885
